iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita
USA,North America,United States,4/20/2020,759687,24601,40682,1772,2295.109,74.323,122.905,5.353,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/19/2020,735086,32922,38910,1856,2220.786,99.461,117.552,5.607,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/18/2020,702164,30833,37054,3770,2121.324,93.15,111.945,11.39,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/17/2020,671331,31667,33284,2299,2028.174,95.67,100.555,6.946,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/16/2020,639664,30148,30985,4928,1932.504,91.081,93.61,14.888,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/15/2020,609516,26922,26057,2408,1841.423,81.335,78.721,7.275,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/14/2020,582594,25023,23649,1541,1760.089,75.598,71.447,4.656,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/13/2020,557571,27620,22108,1500,1684.491,83.443,66.791,4.532,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/12/2020,529951,28391,20608,1831,1601.048,85.773,62.259,5.532,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/11/2020,501560,35527,18777,2087,1515.275,107.331,56.728,6.305,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/10/2020,466033,33901,16690,1873,1407.943,102.419,50.423,5.659,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/9/2020,432132,33323,14817,1922,1305.524,100.673,44.764,5.807,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/8/2020,398809,30613,12895,1906,1204.851,92.486,38.957,5.758,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/7/2020,368196,30561,10989,1342,1112.366,92.329,33.199,4.054,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/6/2020,337635,25398,9647,1146,1020.037,76.731,29.145,3.462,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/5/2020,312237,34272,8501,1344,943.307,103.54,25.683,4.06,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/4/2020,277965,32425,7157,1104,839.767,97.96,21.622,3.335,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/3/2020,245540,28819,6053,915,741.807,87.066,18.287,2.764,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/2/2020,216721,27103,5138,1059,654.741,81.882,15.523,3.199,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,4/1/2020,189618,24998,4079,909,572.859,75.522,12.323,2.746,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/31/2020,164620,21595,3170,661,497.337,65.241,9.577,1.997,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/30/2020,143025,18360,2509,318,432.096,55.468,7.58,0.961,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/29/2020,124665,19979,2191,484,376.628,60.359,6.619,1.462,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/28/2020,104686,18695,1707,411,316.269,56.48,5.157,1.242,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/27/2020,85991,16797,1296,246,259.789,50.746,3.915,0.743,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/26/2020,69194,13963,1050,249,209.044,42.184,3.172,0.752,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/25/2020,55231,8789,801,211,166.86,26.553,2.42,0.637,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/24/2020,46442,11236,590,119,140.307,33.945,1.782,0.36,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/23/2020,35206,8459,471,131,106.362,25.556,1.423,0.396,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/22/2020,26747,7123,340,80,80.806,21.519,1.027,0.242,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/21/2020,19624,5374,260,110,59.287,16.236,0.785,0.332,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/20/2020,14250,4835,150,0,43.051,14.607,0.453,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/19/2020,9415,2988,150,42,28.444,9.027,0.453,0.127,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/18/2020,6427,1766,108,23,19.417,5.335,0.326,0.069,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/17/2020,4661,887,85,16,14.081,2.68,0.257,0.048,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/16/2020,3774,823,69,12,11.402,2.486,0.208,0.036,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/15/2020,2951,777,57,10,8.915,2.347,0.172,0.03,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/14/2020,2174,511,47,7,6.568,1.544,0.142,0.021,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/13/2020,1663,351,40,10,5.024,1.06,0.121,0.03,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/12/2020,1312,287,30,2,3.964,0.867,0.091,0.006,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/11/2020,1025,271,28,2,3.097,0.819,0.085,0.006,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/10/2020,754,200,26,5,2.278,0.604,0.079,0.015,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/9/2020,554,121,21,4,1.674,0.366,0.063,0.012,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/8/2020,433,95,17,3,1.308,0.287,0.051,0.009,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/7/2020,338,105,14,2,1.021,0.317,0.042,0.006,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/6/2020,233,74,12,1,0.704,0.224,0.036,0.003,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/5/2020,159,34,11,2,0.48,0.103,0.033,0.006,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/4/2020,125,22,9,3,0.378,0.066,0.027,0.009,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/3/2020,103,14,6,4,0.311,0.042,0.018,0.012,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/2/2020,89,20,2,1,0.269,0.06,0.006,0.003,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,3/1/2020,69,3,1,1,0.208,0.009,0.003,0.003,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/29/2020,66,6,,0,0.199,0.018,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/28/2020,60,1,,0,0.181,0.003,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/27/2020,59,6,,0,0.178,0.018,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/26/2020,53,0,,0,0.16,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/25/2020,53,18,,0,0.16,0.054,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/24/2020,35,0,,0,0.106,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/23/2020,35,0,,0,0.106,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/22/2020,35,19,,0,0.106,0.057,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/21/2020,16,1,,0,0.048,0.003,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/20/2020,15,0,,0,0.045,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/19/2020,15,0,,0,0.045,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/18/2020,15,0,,0,0.045,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/17/2020,15,0,,0,0.045,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/16/2020,15,0,,0,0.045,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/15/2020,15,0,,0,0.045,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/14/2020,15,1,,0,0.045,0.003,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/13/2020,14,1,,0,0.042,0.003,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/12/2020,13,0,,0,0.039,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/11/2020,13,1,,0,0.039,0.003,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/10/2020,12,0,,0,0.036,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/9/2020,12,0,,0,0.036,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/8/2020,12,0,,0,0.036,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/7/2020,12,0,,0,0.036,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/6/2020,12,1,,0,0.036,0.003,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/5/2020,11,0,,0,0.033,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/4/2020,11,0,,0,0.033,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/3/2020,11,3,,0,0.033,0.009,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/2/2020,8,1,,0,0.024,0.003,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,2/1/2020,7,1,,0,0.021,0.003,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/31/2020,6,1,,0,0.018,0.003,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/30/2020,5,0,,0,0.015,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/29/2020,5,0,,0,0.015,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/28/2020,5,0,,0,0.015,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/27/2020,5,3,,0,0.015,0.009,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/26/2020,2,0,,0,0.006,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/25/2020,2,1,,0,0.006,0.003,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/24/2020,1,0,,0,0.003,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/23/2020,1,0,,0,0.003,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/22/2020,1,0,,0,0.003,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/21/2020,1,1,,0,0.003,0.003,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/20/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/19/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/18/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/17/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/16/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/15/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/14/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/13/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/12/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/11/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/10/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/9/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/8/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/7/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/6/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/5/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/4/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/3/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/2/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,1/1/2020,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
USA,North America,United States,12/31/2019,,0,,0,,0,,0,331002647,35.608,38.3,15.413,9.732,54225.446
